feature,importance
Glucose,0.2641598815221927
BMI,0.15522269851678114
Age,0.13993869349175053
DiabetesPedigreeFunction,0.12202706968639947
BloodPressure,0.0928984187497818
Pregnancies,0.0859632906383349
SkinThickness,0.07256958805505359
Insulin,0.06722035933970594
